Key,Chord_Progression,ChordName,Voicing,Emotion,Scale,File_Path
D,V7-bVImaj7,A7-Bbmaj7,Drop 2,Delicate,Ionian,Dataset/Deceptive_Resolution/Primary/V7 - bVImaj7/DropTwo/D.mid
E,V7-bVImaj7,B7-Cmaj7,Drop 2,Vital,Ionian,Dataset/Deceptive_Resolution/Primary/V7 - bVImaj7/DropTwo/E:Fb.mid
F#,V7-bVImaj7,Db7-Dmaj7,Drop 2,Victorious,Ionian,Dataset/Deceptive_Resolution/Primary/V7 - bVImaj7/DropTwo/F#:Gb.mid
F,V7-bVImaj7,C7-Dbmaj7,Drop 2,soft,Ionian,Dataset/Deceptive_Resolution/Primary/V7 - bVImaj7/DropTwo/F:E#.mid
Ab,V7-bVImaj7,Eb7-Emaj7,Drop 2,Epic,Ionian,Dataset/Deceptive_Resolution/Primary/V7 - bVImaj7/DropTwo/G#:Ab.mid
G,V7-bVImaj7,D7-Ebmaj7,Drop 2,Fantasy,Ionian,Dataset/Deceptive_Resolution/Primary/V7 - bVImaj7/DropTwo/G.mid
Bb,V7-bVImaj7,F7-F#maj7,Drop 2+4,Joyful,Ionian,Dataset/Deceptive_Resolution/Primary/V7 - bVImaj7/DropTwoFour/A#:Bb.mid
A,V7-bVImaj7,E7-Fmaj7,Drop 2+4,Joyful,Ionian,Dataset/Deceptive_Resolution/Primary/V7 - bVImaj7/DropTwoFour/A.mid
B,V7-bVImaj7,F#7-Gmaj7,Drop 2+4,Fantasy,Ionian,Dataset/Deceptive_Resolution/Primary/V7 - bVImaj7/DropTwoFour/B:Cb.mid
Db,V7-bVImaj7,Ab7-Amaj7,Drop 2+4,Depressive,Ionian,Dataset/Deceptive_Resolution/Primary/V7 - bVImaj7/DropTwoFour/C#:Db.mid
C,V7-bVImaj7,G7-Abmaj7,Drop 2+4,Joyful,Ionian,Dataset/Deceptive_Resolution/Primary/V7 - bVImaj7/DropTwoFour/C:B#.mid
Eb,V7-bVImaj7,Bb7-Bmaj7,Drop 2+4,Love,Ionian,Dataset/Deceptive_Resolution/Primary/V7 - bVImaj7/DropTwoFour/D#:Eb.mid
D,V7-bVImaj7,A7-Bbmaj7,Drop 2+4,Delicate,Ionian,Dataset/Deceptive_Resolution/Primary/V7 - bVImaj7/DropTwoFour/D.mid
E,V7-bVImaj7,B7-Cmaj7,Drop 2+4,Vital,Ionian,Dataset/Deceptive_Resolution/Primary/V7 - bVImaj7/DropTwoFour/E:Fb.mid
F#,V7-bVImaj7,Db7-Dmaj7,Drop 2+4,Victorious,Ionian,Dataset/Deceptive_Resolution/Primary/V7 - bVImaj7/DropTwoFour/F#:Gb.mid
F,V7-bVImaj7,C7-Dbmaj7,Drop 2+4,soft,Ionian,Dataset/Deceptive_Resolution/Primary/V7 - bVImaj7/DropTwoFour/F:E#.mid
Ab,V7-bVImaj7,Eb7-Emaj7,Drop 2+4,Epic,Ionian,Dataset/Deceptive_Resolution/Primary/V7 - bVImaj7/DropTwoFour/G#:Ab.mid
G,V7-bVImaj7,D7-Ebmaj7,Drop 2+4,Fantasy,Ionian,Dataset/Deceptive_Resolution/Primary/V7 - bVImaj7/DropTwoFour/G.mid
Bb,V7-bVImaj7,F7-F#maj7,Drop 3,Joyful,Ionian,Dataset/Deceptive_Resolution/Primary/V7 - bVImaj7/DropThree/A#:Bb.mid
A,V7-bVImaj7,E7-Fmaj7,Drop 3,Joyful,Ionian,Dataset/Deceptive_Resolution/Primary/V7 - bVImaj7/DropThree/A.mid
B,V7-bVImaj7,F#7-Gmaj7,Drop 3,Fantasy,Ionian,Dataset/Deceptive_Resolution/Primary/V7 - bVImaj7/DropThree/B:Cb.mid
Db,V7-bVImaj7,Ab7-Amaj7,Drop 3,Depressive,Ionian,Dataset/Deceptive_Resolution/Primary/V7 - bVImaj7/DropThree/C#:Db.mid
C,V7-bVImaj7,G7-Abmaj7,Drop 3,Joyful,Ionian,Dataset/Deceptive_Resolution/Primary/V7 - bVImaj7/DropThree/C:B#.mid
Eb,V7-bVImaj7,Bb7-Bmaj7,Drop 3,Love,Ionian,Dataset/Deceptive_Resolution/Primary/V7 - bVImaj7/DropThree/D#:Eb.mid
D,V7-bVImaj7,A7-Bbmaj7,Drop 3,Delicate,Ionian,Dataset/Deceptive_Resolution/Primary/V7 - bVImaj7/DropThree/D.mid
E,V7-bVImaj7,B7-Cmaj7,Drop 3,Vital,Ionian,Dataset/Deceptive_Resolution/Primary/V7 - bVImaj7/DropThree/E:Fb.mid
F#,V7-bVImaj7,Db7-Dmaj7,Drop 3,Victorious,Ionian,Dataset/Deceptive_Resolution/Primary/V7 - bVImaj7/DropThree/F#:Gb.mid
F,V7-bVImaj7,C7-Dbmaj7,Drop 3,soft,Ionian,Dataset/Deceptive_Resolution/Primary/V7 - bVImaj7/DropThree/F:E#.mid
Ab,V7-bVImaj7,Eb7-Emaj7,Drop 3,Epic,Ionian,Dataset/Deceptive_Resolution/Primary/V7 - bVImaj7/DropThree/G#:Ab.mid
G,V7-bVImaj7,D7-Ebmaj7,Drop 3,Fantasy,Ionian,Dataset/Deceptive_Resolution/Primary/V7 - bVImaj7/DropThree/G.mid
Bb,V7/II-bVImaj7,G7-F#maj7,Four-Way Close,Joyful,Ionian,Dataset/Deceptive_Resolution/Secondary/V7:II - bVImaj7/FourWayClose/A#:Bb.mid
A,V7/II-bVImaj7,F#7-Fmaj7,Four-Way Close,Joyful,Ionian,Dataset/Deceptive_Resolution/Secondary/V7:II - bVImaj7/FourWayClose/A.mid
B,V7/II-bVImaj7,Ab7-Gmaj7,Four-Way Close,Fantasy,Ionian,Dataset/Deceptive_Resolution/Secondary/V7:II - bVImaj7/FourWayClose/B:Cb.mid
Db,V7/II-bVImaj7,Bb7-Amaj7,Four-Way Close,Depressive,Ionian,Dataset/Deceptive_Resolution/Secondary/V7:II - bVImaj7/FourWayClose/C#:Db.mid
C,V7/II-bVImaj7,A7-Abmaj7,Four-Way Close,Joyful,Ionian,Dataset/Deceptive_Resolution/Secondary/V7:II - bVImaj7/FourWayClose/C:B#.mid
Eb,V7/II-bVImaj7,C7-Bmaj7,Four-Way Close,Love,Ionian,Dataset/Deceptive_Resolution/Secondary/V7:II - bVImaj7/FourWayClose/D#:Eb.mid
D,V7/II-bVImaj7,B7-Bbmaj7,Four-Way Close,Delicate,Ionian,Dataset/Deceptive_Resolution/Secondary/V7:II - bVImaj7/FourWayClose/D.mid
E,V7/II-bVImaj7,Db7-Cmaj7,Four-Way Close,Vital,Ionian,Dataset/Deceptive_Resolution/Secondary/V7:II - bVImaj7/FourWayClose/E:Fb.mid
F#,V7/II-bVImaj7,Eb7-Dmaj7,Four-Way Close,Victorious,Ionian,Dataset/Deceptive_Resolution/Secondary/V7:II - bVImaj7/FourWayClose/F#:Gb.mid
F,V7/II-bVImaj7,D7-Dbmaj7,Four-Way Close,soft,Ionian,Dataset/Deceptive_Resolution/Secondary/V7:II - bVImaj7/FourWayClose/F:E#.mid
Ab,V7/II-bVImaj7,F7-Emaj7,Four-Way Close,Epic,Ionian,Dataset/Deceptive_Resolution/Secondary/V7:II - bVImaj7/FourWayClose/G#:Ab.mid
G,V7/II-bVImaj7,E7-Ebmaj7,Four-Way Close,Fantasy,Ionian,Dataset/Deceptive_Resolution/Secondary/V7:II - bVImaj7/FourWayClose/G.mid
Bb,V7/II-bVImaj7,G7-F#maj7,Drop 2,Joyful,Ionian,Dataset/Deceptive_Resolution/Secondary/V7:II - bVImaj7/DropTwo/A#:Bb.mid
A,V7/II-bVImaj7,F#7-Fmaj7,Drop 2,Joyful,Ionian,Dataset/Deceptive_Resolution/Secondary/V7:II - bVImaj7/DropTwo/A.mid
B,V7/II-bVImaj7,Ab7-Gmaj7,Drop 2,Fantasy,Ionian,Dataset/Deceptive_Resolution/Secondary/V7:II - bVImaj7/DropTwo/B:Cb.mid
Db,V7/II-bVImaj7,Bb7-Amaj7,Drop 2,Depressive,Ionian,Dataset/Deceptive_Resolution/Secondary/V7:II - bVImaj7/DropTwo/C#:Db.mid
C,V7/II-bVImaj7,A7-Abmaj7,Drop 2,Joyful,Ionian,Dataset/Deceptive_Resolution/Secondary/V7:II - bVImaj7/DropTwo/C:B#.mid
Eb,V7/II-bVImaj7,C7-Bmaj7,Drop 2,Love,Ionian,Dataset/Deceptive_Resolution/Secondary/V7:II - bVImaj7/DropTwo/D#:Eb.mid
D,V7/II-bVImaj7,B7-Bbmaj7,Drop 2,Delicate,Ionian,Dataset/Deceptive_Resolution/Secondary/V7:II - bVImaj7/DropTwo/D.mid
E,V7/II-bVImaj7,Db7-Cmaj7,Drop 2,Vital,Ionian,Dataset/Deceptive_Resolution/Secondary/V7:II - bVImaj7/DropTwo/E:Fb.mid
F#,V7/II-bVImaj7,Eb7-Dmaj7,Drop 2,Victorious,Ionian,Dataset/Deceptive_Resolution/Secondary/V7:II - bVImaj7/DropTwo/F#:Gb.mid
F,V7/II-bVImaj7,D7-Dbmaj7,Drop 2,soft,Ionian,Dataset/Deceptive_Resolution/Secondary/V7:II - bVImaj7/DropTwo/F:E#.mid
Ab,V7/II-bVImaj7,F7-Emaj7,Drop 2,Epic,Ionian,Dataset/Deceptive_Resolution/Secondary/V7:II - bVImaj7/DropTwo/G#:Ab.mid
G,V7/II-bVImaj7,E7-Ebmaj7,Drop 2,Fantasy,Ionian,Dataset/Deceptive_Resolution/Secondary/V7:II - bVImaj7/DropTwo/G.mid
Bb,V7/II-bVImaj7,G7-F#maj7,Drop 2+4,Joyful,Ionian,Dataset/Deceptive_Resolution/Secondary/V7:II - bVImaj7/DropTwoFour/A#:Bb.mid
A,V7/II-bVImaj7,F#7-Fmaj7,Drop 2+4,Joyful,Ionian,Dataset/Deceptive_Resolution/Secondary/V7:II - bVImaj7/DropTwoFour/A.mid
B,V7/II-bVImaj7,Ab7-Gmaj7,Drop 2+4,Fantasy,Ionian,Dataset/Deceptive_Resolution/Secondary/V7:II - bVImaj7/DropTwoFour/B:Cb.mid
Db,V7/II-bVImaj7,Bb7-Amaj7,Drop 2+4,Depressive,Ionian,Dataset/Deceptive_Resolution/Secondary/V7:II - bVImaj7/DropTwoFour/C#:Db.mid
C,V7/II-bVImaj7,A7-Abmaj7,Drop 2+4,Joyful,Ionian,Dataset/Deceptive_Resolution/Secondary/V7:II - bVImaj7/DropTwoFour/C:B#.mid
Eb,V7/II-bVImaj7,C7-Bmaj7,Drop 2+4,Love,Ionian,Dataset/Deceptive_Resolution/Secondary/V7:II - bVImaj7/DropTwoFour/D#:Eb.mid
D,V7/II-bVImaj7,B7-Bbmaj7,Drop 2+4,Delicate,Ionian,Dataset/Deceptive_Resolution/Secondary/V7:II - bVImaj7/DropTwoFour/D.mid
E,V7/II-bVImaj7,Db7-Cmaj7,Drop 2+4,Vital,Ionian,Dataset/Deceptive_Resolution/Secondary/V7:II - bVImaj7/DropTwoFour/E:Fb.mid
F#,V7/II-bVImaj7,Eb7-Dmaj7,Drop 2+4,Victorious,Ionian,Dataset/Deceptive_Resolution/Secondary/V7:II - bVImaj7/DropTwoFour/F#:Gb.mid
F,V7/II-bVImaj7,D7-Dbmaj7,Drop 2+4,soft,Ionian,Dataset/Deceptive_Resolution/Secondary/V7:II - bVImaj7/DropTwoFour/F:E#.mid
Ab,V7/II-bVImaj7,F7-Emaj7,Drop 2+4,Epic,Ionian,Dataset/Deceptive_Resolution/Secondary/V7:II - bVImaj7/DropTwoFour/G#:Ab.mid
G,V7/II-bVImaj7,E7-Ebmaj7,Drop 2+4,Fantasy,Ionian,Dataset/Deceptive_Resolution/Secondary/V7:II - bVImaj7/DropTwoFour/G.mid
Bb,V7/II-bVImaj7,G7-F#maj7,Drop 3,Joyful,Ionian,Dataset/Deceptive_Resolution/Secondary/V7:II - bVImaj7/DropThree/A#:Bb.mid
A,V7/II-bVImaj7,F#7-Fmaj7,Drop 3,Joyful,Ionian,Dataset/Deceptive_Resolution/Secondary/V7:II - bVImaj7/DropThree/A.mid
B,V7/II-bVImaj7,Ab7-Gmaj7,Drop 3,Fantasy,Ionian,Dataset/Deceptive_Resolution/Secondary/V7:II - bVImaj7/DropThree/B:Cb.mid
Db,V7/II-bVImaj7,Bb7-Amaj7,Drop 3,Depressive,Ionian,Dataset/Deceptive_Resolution/Secondary/V7:II - bVImaj7/DropThree/C#:Db.mid
C,V7/II-bVImaj7,A7-Abmaj7,Drop 3,Joyful,Ionian,Dataset/Deceptive_Resolution/Secondary/V7:II - bVImaj7/DropThree/C:B#.mid
Eb,V7/II-bVImaj7,C7-Bmaj7,Drop 3,Love,Ionian,Dataset/Deceptive_Resolution/Secondary/V7:II - bVImaj7/DropThree/D#:Eb.mid
D,V7/II-bVImaj7,B7-Bbmaj7,Drop 3,Delicate,Ionian,Dataset/Deceptive_Resolution/Secondary/V7:II - bVImaj7/DropThree/D.mid
E,V7/II-bVImaj7,Db7-Cmaj7,Drop 3,Vital,Ionian,Dataset/Deceptive_Resolution/Secondary/V7:II - bVImaj7/DropThree/E:Fb.mid
F#,V7/II-bVImaj7,Eb7-Dmaj7,Drop 3,Victorious,Ionian,Dataset/Deceptive_Resolution/Secondary/V7:II - bVImaj7/DropThree/F#:Gb.mid
F,V7/II-bVImaj7,D7-Dbmaj7,Drop 3,soft,Ionian,Dataset/Deceptive_Resolution/Secondary/V7:II - bVImaj7/DropThree/F:E#.mid
Ab,V7/II-bVImaj7,F7-Emaj7,Drop 3,Epic,Ionian,Dataset/Deceptive_Resolution/Secondary/V7:II - bVImaj7/DropThree/G#:Ab.mid
G,V7/II-bVImaj7,E7-Ebmaj7,Drop 3,Fantasy,Ionian,Dataset/Deceptive_Resolution/Secondary/V7:II - bVImaj7/DropThree/G.mid
Bb,IIm7-V7-Imaj7,Cm7-F7-Bbmaj7,Four-Way Close,Joyful,Ionian,Dataset/Fundamental_progression/IIm7-V7-Imaj7/FourWayClose/(A#_Bb)-IIm7-V7-Imaj7.mid
A,IIm7-V7-Imaj7,Bm7-E7-Amaj7,Four-Way Close,Joyful,Ionian,Dataset/Fundamental_progression/IIm7-V7-Imaj7/FourWayClose/(A)-IIm7-V7-Imaj7.mid
B,IIm7-V7-Imaj7,Dbm7-F#7-Bmaj7,Four-Way Close,Fantasy,Ionian,Dataset/Fundamental_progression/IIm7-V7-Imaj7/FourWayClose/(B_Cb)-IIm7-V7-Imaj7.mid
Db,IIm7-V7-Imaj7,Ebm7-Ab7-Dbmaj7,Four-Way Close,Depressive,Ionian,Dataset/Fundamental_progression/IIm7-V7-Imaj7/FourWayClose/(C#_Db)-IIm7-V7-Imaj7.mid
C,IIm7-V7-Imaj7,Dm7-G7-Cmaj7,Four-Way Close,Joyful,Ionian,Dataset/Fundamental_progression/IIm7-V7-Imaj7/FourWayClose/(C_B#)-IIm7-V7-Imaj7.mid
Eb,IIm7-V7-Imaj7,Fm7-Bb7-Ebmaj7,Four-Way Close,Love,Ionian,Dataset/Fundamental_progression/IIm7-V7-Imaj7/FourWayClose/(D#_Eb)-IIm7-V7-Imaj7.mid
D,IIm7-V7-Imaj7,Em7-A7-Dmaj7,Four-Way Close,Delicate,Ionian,Dataset/Fundamental_progression/IIm7-V7-Imaj7/FourWayClose/(D)-IIm7-V7-Imaj7.mid
E,IIm7-V7-Imaj7,F#m7-B7-Emaj7,Four-Way Close,Vital,Ionian,Dataset/Fundamental_progression/IIm7-V7-Imaj7/FourWayClose/(E_Fb)-IIm7-V7-Imaj7.mid
F#,IIm7-V7-Imaj7,Abm7-Db7-F#maj7,Four-Way Close,Victorious,Ionian,Dataset/Fundamental_progression/IIm7-V7-Imaj7/FourWayClose/(F#_Gb)-IIm7-V7-Imaj7.mid
F,IIm7-V7-Imaj7,Gm7-C7-Fmaj7,Four-Way Close,soft,Ionian,Dataset/Fundamental_progression/IIm7-V7-Imaj7/FourWayClose/(F_E#)-IIm7-V7-Imaj7.mid
Ab,IIm7-V7-Imaj7,Bbm7-Eb7-Abmaj7,Four-Way Close,Epic,Ionian,Dataset/Fundamental_progression/IIm7-V7-Imaj7/FourWayClose/(G#_Ab)-IIm7-V7-Imaj7.mid
G,IIm7-V7-Imaj7,Am7-D7-Gmaj7,Four-Way Close,Fantasy,Ionian,Dataset/Fundamental_progression/IIm7-V7-Imaj7/FourWayClose/(G)-IIm7-V7-Imaj7.mid
Bb,IIm7-V7-Imaj7,Cm7-F7-Bbmaj7,Drop 2,Joyful,Ionian,Dataset/Fundamental_progression/IIm7-V7-Imaj7/DropTwo/(A#_Bb)-IIm7-V7-Imaj7.mid
A,IIm7-V7-Imaj7,Bm7-E7-Amaj7,Drop 2,Joyful,Ionian,Dataset/Fundamental_progression/IIm7-V7-Imaj7/DropTwo/(A)-IIm7-V7-Imaj7.mid
B,IIm7-V7-Imaj7,Dbm7-F#7-Bmaj7,Drop 2,Fantasy,Ionian,Dataset/Fundamental_progression/IIm7-V7-Imaj7/DropTwo/(B_Cb)-IIm7-V7-Imaj7.mid
Db,IIm7-V7-Imaj7,Ebm7-Ab7-Dbmaj7,Drop 2,Depressive,Ionian,Dataset/Fundamental_progression/IIm7-V7-Imaj7/DropTwo/(C#_Db)-IIm7-V7-Imaj7.mid
C,IIm7-V7-Imaj7,Dm7-G7-Cmaj7,Drop 2,Joyful,Ionian,Dataset/Fundamental_progression/IIm7-V7-Imaj7/DropTwo/(C_B#)-IIm7-V7-Imaj7.mid
Eb,IIm7-V7-Imaj7,Fm7-Bb7-Ebmaj7,Drop 2,Love,Ionian,Dataset/Fundamental_progression/IIm7-V7-Imaj7/DropTwo/(D#_Eb)-IIm7-V7-Imaj7.mid
D,IIm7-V7-Imaj7,Em7-A7-Dmaj7,Drop 2,Delicate,Ionian,Dataset/Fundamental_progression/IIm7-V7-Imaj7/DropTwo/(D)-IIm7-V7-Imaj7.mid
E,IIm7-V7-Imaj7,F#m7-B7-Emaj7,Drop 2,Vital,Ionian,Dataset/Fundamental_progression/IIm7-V7-Imaj7/DropTwo/(E_Fb)-IIm7-V7-Imaj7.mid
F#,IIm7-V7-Imaj7,Abm7-Db7-F#maj7,Drop 2,Victorious,Ionian,Dataset/Fundamental_progression/IIm7-V7-Imaj7/DropTwo/(F#_Gb)-IIm7-V7-Imaj7.mid
F,IIm7-V7-Imaj7,Gm7-C7-Fmaj7,Drop 2,soft,Ionian,Dataset/Fundamental_progression/IIm7-V7-Imaj7/DropTwo/(F_E#)-IIm7-V7-Imaj7.mid
Ab,IIm7-V7-Imaj7,Bbm7-Eb7-Abmaj7,Drop 2,Epic,Ionian,Dataset/Fundamental_progression/IIm7-V7-Imaj7/DropTwo/(G#_Ab)-IIm7-V7-Imaj7.mid
G,IIm7-V7-Imaj7,Am7-D7-Gmaj7,Drop 2,Fantasy,Ionian,Dataset/Fundamental_progression/IIm7-V7-Imaj7/DropTwo/(G)-IIm7-V7-Imaj7.mid
Bb,IIm7-V7-Imaj7,Cm7-F7-Bbmaj7,Drop 2+4,Joyful,Ionian,Dataset/Fundamental_progression/IIm7-V7-Imaj7/DropTwoFour/(A#_Bb)-IIm7-V7-Imaj7.mid
A,IIm7-V7-Imaj7,Bm7-E7-Amaj7,Drop 2+4,Joyful,Ionian,Dataset/Fundamental_progression/IIm7-V7-Imaj7/DropTwoFour/(A)-IIm7-V7-Imaj7.mid
B,IIm7-V7-Imaj7,Dbm7-F#7-Bmaj7,Drop 2+4,Fantasy,Ionian,Dataset/Fundamental_progression/IIm7-V7-Imaj7/DropTwoFour/(B_Cb)-IIm7-V7-Imaj7.mid
Db,IIm7-V7-Imaj7,Ebm7-Ab7-Dbmaj7,Drop 2+4,Depressive,Ionian,Dataset/Fundamental_progression/IIm7-V7-Imaj7/DropTwoFour/(C#_Db)-IIm7-V7-Imaj7.mid
C,IIm7-V7-Imaj7,Dm7-G7-Cmaj7,Drop 2+4,Joyful,Ionian,Dataset/Fundamental_progression/IIm7-V7-Imaj7/DropTwoFour/(C_B#)-IIm7-V7-Imaj7.mid
Eb,IIm7-V7-Imaj7,Fm7-Bb7-Ebmaj7,Drop 2+4,Love,Ionian,Dataset/Fundamental_progression/IIm7-V7-Imaj7/DropTwoFour/(D#_Eb)-IIm7-V7-Imaj7.mid
D,IIm7-V7-Imaj7,Em7-A7-Dmaj7,Drop 2+4,Delicate,Ionian,Dataset/Fundamental_progression/IIm7-V7-Imaj7/DropTwoFour/(D)-IIm7-V7-Imaj7.mid
E,IIm7-V7-Imaj7,F#m7-B7-Emaj7,Drop 2+4,Vital,Ionian,Dataset/Fundamental_progression/IIm7-V7-Imaj7/DropTwoFour/(E_Fb)-IIm7-V7-Imaj7.mid
F#,IIm7-V7-Imaj7,Abm7-Db7-F#maj7,Drop 2+4,Victorious,Ionian,Dataset/Fundamental_progression/IIm7-V7-Imaj7/DropTwoFour/(F#_Gb)-IIm7-V7-Imaj7.mid
F,IIm7-V7-Imaj7,Gm7-C7-Fmaj7,Drop 2+4,soft,Ionian,Dataset/Fundamental_progression/IIm7-V7-Imaj7/DropTwoFour/(F_E#)-IIm7-V7-Imaj7.mid
Ab,IIm7-V7-Imaj7,Bbm7-Eb7-Abmaj7,Drop 2+4,Epic,Ionian,Dataset/Fundamental_progression/IIm7-V7-Imaj7/DropTwoFour/(G#_Ab)-IIm7-V7-Imaj7.mid
G,IIm7-V7-Imaj7,Am7-D7-Gmaj7,Drop 2+4,Fantasy,Ionian,Dataset/Fundamental_progression/IIm7-V7-Imaj7/DropTwoFour/(G)-IIm7-V7-Imaj7.mid
Bb,IIm7-V7-Imaj7,Cm7-F7-Bbmaj7,Drop 3,Joyful,Ionian,Dataset/Fundamental_progression/IIm7-V7-Imaj7/DropThree/(A#_Bb)-IIm7-V7-Imaj7.mid
A,IIm7-V7-Imaj7,Bm7-E7-Amaj7,Drop 3,Joyful,Ionian,Dataset/Fundamental_progression/IIm7-V7-Imaj7/DropThree/(A)-IIm7-V7-Imaj7.mid
B,IIm7-V7-Imaj7,Dbm7-F#7-Bmaj7,Drop 3,Fantasy,Ionian,Dataset/Fundamental_progression/IIm7-V7-Imaj7/DropThree/(B_Cb)-IIm7-V7-Imaj7.mid
Db,IIm7-V7-Imaj7,Ebm7-Ab7-Dbmaj7,Drop 3,Depressive,Ionian,Dataset/Fundamental_progression/IIm7-V7-Imaj7/DropThree/(C#_Db)-IIm7-V7-Imaj7.mid
C,IIm7-V7-Imaj7,Dm7-G7-Cmaj7,Drop 3,Joyful,Ionian,Dataset/Fundamental_progression/IIm7-V7-Imaj7/DropThree/(C_B#)-IIm7-V7-Imaj7.mid
Eb,IIm7-V7-Imaj7,Fm7-Bb7-Ebmaj7,Drop 3,Love,Ionian,Dataset/Fundamental_progression/IIm7-V7-Imaj7/DropThree/(D#_Eb)-IIm7-V7-Imaj7.mid
D,IIm7-V7-Imaj7,Em7-A7-Dmaj7,Drop 3,Delicate,Ionian,Dataset/Fundamental_progression/IIm7-V7-Imaj7/DropThree/(D)-IIm7-V7-Imaj7.mid
E,IIm7-V7-Imaj7,F#m7-B7-Emaj7,Drop 3,Vital,Ionian,Dataset/Fundamental_progression/IIm7-V7-Imaj7/DropThree/(E_Fb)-IIm7-V7-Imaj7.mid
F#,IIm7-V7-Imaj7,Abm7-Db7-F#maj7,Drop 3,Victorious,Ionian,Dataset/Fundamental_progression/IIm7-V7-Imaj7/DropThree/(F#_Gb)-IIm7-V7-Imaj7.mid
F,IIm7-V7-Imaj7,Gm7-C7-Fmaj7,Drop 3,soft,Ionian,Dataset/Fundamental_progression/IIm7-V7-Imaj7/DropThree/(F_E#)-IIm7-V7-Imaj7.mid
Ab,IIm7-V7-Imaj7,Bbm7-Eb7-Abmaj7,Drop 3,Epic,Ionian,Dataset/Fundamental_progression/IIm7-V7-Imaj7/DropThree/(G#_Ab)-IIm7-V7-Imaj7.mid
G,IIm7-V7-Imaj7,Am7-D7-Gmaj7,Drop 3,Fantasy,Ionian,Dataset/Fundamental_progression/IIm7-V7-Imaj7/DropThree/(G)-IIm7-V7-Imaj7.mid
Bb minor,IIm7b5-V7-Im7,Cm7b5-F7-Bbm7,Four-Way Close,Despair,Harmonic minor,Dataset/Fundamental_progression/IIm7b5-V7-Im7/FourWayClose/(A#:Bb)-IIm7b5-V7-Im7.mid
A minor,IIm7b5-V7-Im7,Bm7b5-E7-Am7,Four-Way Close,soft,Harmonic minor,Dataset/Fundamental_progression/IIm7b5-V7-Im7/FourWayClose/(A)-IIm7b5-V7-Im7.mid
B minor,IIm7b5-V7-Im7,C#m7b5-F#7-Bm7,Four-Way Close,Lonely,Harmonic minor,Dataset/Fundamental_progression/IIm7b5-V7-Im7/FourWayClose/(B:Cb)-IIm7b5-V7-Im7.mid
C# minor,IIm7b5-V7-Im7,Ebm7b5-Ab7-C#m7,Four-Way Close,Despair,Harmonic minor,Dataset/Fundamental_progression/IIm7b5-V7-Im7/FourWayClose/(C#:Db)-IIm7b5-V7-Im7.mid
C minor,IIm7b5-V7-Im7,Dm7b5-G7-Cm7,Four-Way Close,Depressive,Harmonic minor,Dataset/Fundamental_progression/IIm7b5-V7-Im7/FourWayClose/(C:B#)-IIm7b5-V7-Im7.mid
Eb minor,IIm7b5-V7-Im7,Fm7b5-Bb7-Ebm7,Four-Way Close,Despair,Harmonic minor,Dataset/Fundamental_progression/IIm7b5-V7-Im7/FourWayClose/(D#:Eb)-IIm7b5-V7-Im7.mid
D minor,IIm7b5-V7-Im7,Em7b5-A7-Dm7,Four-Way Close,Lonely,Harmonic minor,Dataset/Fundamental_progression/IIm7b5-V7-Im7/FourWayClose/(D)-IIm7b5-V7-Im7.mid
E minor,IIm7b5-V7-Im7,F#m7b5-B7-Em7,Four-Way Close,Delicate,Harmonic minor,Dataset/Fundamental_progression/IIm7b5-V7-Im7/FourWayClose/(E:Fb)-IIm7b5-V7-Im7.mid
F# minor,IIm7b5-V7-Im7,Abm7b5-C#7-F#m7,Four-Way Close,Gloomy,Harmonic minor,Dataset/Fundamental_progression/IIm7b5-V7-Im7/FourWayClose/(F#:Gb)-IIm7b5-V7-Im7.mid
F minor,IIm7b5-V7-Im7,Gm7b5-C7-Fm7,Four-Way Close,Despair,Harmonic minor,Dataset/Fundamental_progression/IIm7b5-V7-Im7/FourWayClose/(F:E#)-IIm7b5-V7-Im7.mid
Ab minor,IIm7b5-V7-Im7,Bbm7b5-Eb7-Abm7,Four-Way Close,Depressive,Harmonic minor,Dataset/Fundamental_progression/IIm7b5-V7-Im7/FourWayClose/(G#:Ab)-IIm7b5-V7-Im7.mid
G minor,IIm7b5-V7-Im7,Am7b5-D7-Gm7,Four-Way Close,Uneasiness,Harmonic minor,Dataset/Fundamental_progression/IIm7b5-V7-Im7/FourWayClose/(G)-IIm7b5-V7-Im7.mid
Bb minor,IIm7b5-V7-Im7,Cm7b5-F7-Bbm7,Drop 2,Despair,Harmonic minor,Dataset/Fundamental_progression/IIm7b5-V7-Im7/DropTwo/(A#:Bb)-IIm7b5-V7-Im7.mid
A minor,IIm7b5-V7-Im7,Bm7b5-E7-Am7,Drop 2,soft,Harmonic minor,Dataset/Fundamental_progression/IIm7b5-V7-Im7/DropTwo/(A)-IIm7b5-V7-Im7.mid
B minor,IIm7b5-V7-Im7,C#m7b5-F#7-Bm7,Drop 2,Lonely,Harmonic minor,Dataset/Fundamental_progression/IIm7b5-V7-Im7/DropTwo/(B:Cb)-IIm7b5-V7-Im7.mid
C# minor,IIm7b5-V7-Im7,Ebm7b5-Ab7-C#m7,Drop 2,Despair,Harmonic minor,Dataset/Fundamental_progression/IIm7b5-V7-Im7/DropTwo/(C#:Db)-IIm7b5-V7-Im7.mid
C minor,IIm7b5-V7-Im7,Dm7b5-G7-Cm7,Drop 2,Depressive,Harmonic minor,Dataset/Fundamental_progression/IIm7b5-V7-Im7/DropTwo/(C:B#)-IIm7b5-V7-Im7.mid
